Burn_Season,Box_ID,Canopy_Cover,Germinated
Early dry,3_January,Open,0
Early dry,3_January,Open,0
Early dry,4_January,Open,1
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,4_January,Open,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,5_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Early dry,6_January,Partial,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,1_March,Open,0
Mid-dry,2_March,Open,1
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,2_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,3_March,Open,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,4_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,5_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Mid-dry,6_March,Partial,0
Early wet,1_June,Partial,1
Early wet,1_June,Partial,1
Early wet,1_June,Partial,1
Early wet,1_June,Partial,1
Early wet,1_June,Partial,1
Early wet,1_June,Partial,1
Early wet,1_June,Partial,1
Early wet,1_June,Partial,1
Early wet,1_June,Partial,1
Early wet,1_June,Partial,1
Early wet,1_June,Partial,1
Early wet,1_June,Partial,1
Early wet,1_June,Partial,1
Early wet,1_June,Partial,1
Early wet,1_June,Partial,1
Early wet,1_June,Partial,1
Early wet,1_June,Partial,0
Early wet,1_June,Partial,0
Early wet,1_June,Partial,0
Early wet,1_June,Partial,0
Early wet,1_June,Partial,0
Early wet,1_June,Partial,0
Early wet,1_June,Partial,0
Early wet,1_June,Partial,0
Early wet,1_June,Partial,0
Early wet,1_June,Partial,0
Early wet,1_June,Partial,0
Early wet,1_June,Partial,0
Early wet,1_June,Partial,0
Early wet,1_June,Partial,0
Early wet,1_June,Partial,0
Early wet,1_June,Partial,0
Early wet,1_June,Partial,0
Early wet,1_June,Partial,0
Early wet,1_June,Partial,0
Early wet,1_June,Partial,0
Early wet,1_June,Partial,0
Early wet,1_June,Partial,0
Early wet,1_June,Partial,0
Early wet,1_June,Partial,0
Early wet,2_June,Partial,1
Early wet,2_June,Partial,1
Early wet,2_June,Partial,1
Early wet,2_June,Partial,1
Early wet,2_June,Partial,1
Early wet,2_June,Partial,1
Early wet,2_June,Partial,1
Early wet,2_June,Partial,1
Early wet,2_June,Partial,1
Early wet,2_June,Partial,1
Early wet,2_June,Partial,1
Early wet,2_June,Partial,1
Early wet,2_June,Partial,1
Early wet,2_June,Partial,1
Early wet,2_June,Partial,1
Early wet,2_June,Partial,1
Early wet,2_June,Partial,1
Early wet,2_June,Partial,1
Early wet,2_June,Partial,1
Early wet,2_June,Partial,1
Early wet,2_June,Partial,1
Early wet,2_June,Partial,1
Early wet,2_June,Partial,0
Early wet,2_June,Partial,0
Early wet,2_June,Partial,0
Early wet,2_June,Partial,0
Early wet,2_June,Partial,0
Early wet,2_June,Partial,0
Early wet,2_June,Partial,0
Early wet,2_June,Partial,0
Early wet,2_June,Partial,0
Early wet,2_June,Partial,0
Early wet,2_June,Partial,0
Early wet,2_June,Partial,0
Early wet,2_June,Partial,0
Early wet,2_June,Partial,0
Early wet,2_June,Partial,0
Early wet,2_June,Partial,0
Early wet,2_June,Partial,0
Early wet,2_June,Partial,0
Early wet,3_June,Open,1
Early wet,3_June,Open,1
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,3_June,Open,0
Early wet,4_June,Open,1
Early wet,4_June,Open,1
Early wet,4_June,Open,1
Early wet,4_June,Open,1
Early wet,4_June,Open,1
Early wet,4_June,Open,1
Early wet,4_June,Open,1
Early wet,4_June,Open,1
Early wet,4_June,Open,1
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,4_June,Open,0
Early wet,5_June,Open,1
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,5_June,Open,0
Early wet,6_June,Partial,1
Early wet,6_June,Partial,1
Early wet,6_June,Partial,1
Early wet,6_June,Partial,1
Early wet,6_June,Partial,1
Early wet,6_June,Partial,1
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
Early wet,6_June,Partial,0
