Transect_ID,Burn_Season,Fecundity,Inflorescence_Number,Canopy_Cover,Basal_Area
June_3,Early wet,1,5,Open,54.8522077316778
June_3,Early wet,1,5,Open,7.77544181763474
June_3,Early wet,1,7,Open,76.4035333353038
June_3,Early wet,1,11,Open,166.535826566795
June_3,Early wet,1,38,Open,62.6197955676786
June_3,Early wet,1,29,Open,77.7387102130794
June_3,Early wet,1,57,Open,388.803506808273
June_3,Early wet,0,0,Open,4.17831822927442
June_3,Early wet,1,38,Open,283.732940508962
June_3,Early wet,0,0,Open,44.6106156809751
June_3,Early wet,1,2,Open,48.7261020571777
June_3,Early wet,1,1,Open,0.863937979737193
June_3,Early wet,1,3,Open,11.1605079018777
June_3,Early wet,1,1,Open,0.439822971502571
June_3,Early wet,1,6,Open,4.09977841293468
June_3,Early wet,0,0,Open,0.376991118430775
June_3,Early wet,1,2,Open,1.31946891450771
June_3,Early wet,1,14,Open,64.936720149701
June_3,Early wet,1,4,Open,1.73572994110836
June_3,Early wet,1,3,Open,10.3908177017482
June_3,Early wet,0,0,Open,2.55254403104171
June_3,Early wet,1,3,Open,1.62577419823272
June_3,Early wet,0,0,Open,0.824668071567321
June_3,Early wet,1,7,Open,8.48230016469244
June_3,Early wet,1,4,Open,3.18871654339364
June_3,Early wet,0,0,Open,0.565486677646163
June_3,Early wet,0,0,Open,0.329867228626928
June_3,Early wet,1,1,Open,1.06028752058656
June_3,Early wet,0,0,Open,0.918915851175015
June_3,Early wet,1,5,Open,1.97920337176157
June_3,Early wet,1,14,Open,77.5973385436679
June_3,Early wet,0,0,Open,0.863937979737193
June_3,Early wet,1,1,Open,0.918915851175015
June_3,Early wet,0,0,Open,2.47400421470196
June_3,Early wet,0,0,Open,8.24668071567321
June_3,Early wet,1,5,Open,37.1100632205294
June_3,Early wet,1,13,Open,48.7575179837136
June_3,Early wet,1,3,Open,0.785398163397448
June_3,Early wet,0,0,Open,2.96880505764235
June_3,Early wet,1,46,Open,306.305283725005
June_3,Early wet,1,3,Open,5.46637121724624
June_3,Early wet,0,0,Open,0.219911485751285
June_3,Early wet,1,41,Open,146.39036367565
June_3,Early wet,0,0,Open,0.494800842940392
June_3,Early wet,1,1,Open,1.60221225333079
June_3,Early wet,0,0,Open,0.204203522483337
June_3,Early wet,1,3,Open,4.62599518241097
June_3,Early wet,0,0,Open,0.235619449019234
June_3,Early wet,0,0,Open,0.628318530717959
June_3,Early wet,1,1,Open,3.77776516594173
June_3,Early wet,0,0,Open,0.75398223686155
June_3,Early wet,0,0,Open,0.75398223686155
June_3,Early wet,1,63,Open,262.519336115597
June_3,Early wet,0,0,Open,0.15707963267949
June_3,Early wet,0,0,Open,0.75398223686155
June_3,Early wet,0,0,Open,1.2016591899981
June_3,Early wet,0,0,Open,0.942477796076938
June_3,Early wet,0,0,Open,4.00553063332699
June_3,Early wet,0,0,Open,1.29590696960579
June_3,Early wet,1,28,Open,204.831841014055
June_3,Early wet,0,0,Open,0.329867228626928
June_3,Early wet,0,0,Open,0.196349540849362
June_3,Early wet,0,0,Open,2.47400421470196
June_3,Early wet,1,17,Open,174.240582549724
June_3,Early wet,1,1,Open,0.439822971502571
June_3,Early wet,1,1,Open,0.863937979737193
June_3,Early wet,0,0,Open,2.13628300444106
June_3,Early wet,1,1,Open,0.439822971502571
June_3,Early wet,1,2,Open,3.14159265358979
June_3,Early wet,1,2,Open,0.604756585816035
June_3,Early wet,1,2,Open,0.942477796076938
June_3,Early wet,1,2,Open,1.00530964914873
June_3,Early wet,1,3,Open,6.04756585816035
June_3,Early wet,1,8,Open,2.96880505764235
June_3,Early wet,0,0,Open,0.628318530717959
June_3,Early wet,0,0,Open,10.9563043793944
June_3,Early wet,1,4,Open,6.00829594999048
June_3,Early wet,0,0,Open,1.25663706143592
June_3,Early wet,0,0,Open,6.39314105005523
June_3,Early wet,1,2,Open,1.69646003293849
June_3,Early wet,1,3,Open,94.7582884139021
June_3,Early wet,0,0,Open,2.12057504117311
June_3,Early wet,0,0,Open,4.1233403578366
June_3,Early wet,1,1,Open,0.282743338823081
June_3,Early wet,0,0,Open,8.05033117482384
June_3,Early wet,0,0,Open,0.549778714378214
June_3,Early wet,0,0,Open,0.251327412287183
June_3,Early wet,0,0,Open,1.5707963267949
June_3,Early wet,0,0,Open,1.42942465738336
June_3,Early wet,0,0,Open,107.442468752771
June_3,Early wet,1,48,Open,72.0759894549838
June_3,Early wet,0,0,Open,42.1915893377109
June_3,Early wet,1,1,Open,39.5447975270615
June_3,Early wet,1,27,Open,257.751969263775
June_3,Early wet,0,0,Open,11.9144901387393
June_3,Early wet,0,0,Open,3.078760800518
June_3,Early wet,0,0,Open,3.60497756999429
June_3,Early wet,0,0,Open,0.015707963267949
June_3,Early wet,0,0,Open,11.5453530019425
June_3,Early wet,1,3,Open,80.1577365563436
June_3,Early wet,0,0,Open,2.19911485751286
June_3,Early wet,1,3,Open,11.4432512407008
June_3,Early wet,0,0,Open,0.431968989868597
June_3,Early wet,0,0,Open,18.5746665643497
June_3,Early wet,0,0,Open,0.628318530717959
June_3,Early wet,0,0,Open,0.15707963267949
June_3,Early wet,1,1,Open,48.0663675999238
June_3,Early wet,0,0,Open,2.85884931476671
June_3,Early wet,0,0,Open,4.90088453960008
June_3,Early wet,0,0,Open,1.06814150222053
June_3,Early wet,1,5,Open,12.5349546878233
June_3,Early wet,1,2,Open,29.4053072376005
June_3,Early wet,0,0,Open,0.502654824574367
June_3,Early wet,0,0,Open,6.28318530717959
June_3,Early wet,0,0,Open,0.015707963267949
June_3,Early wet,0,0,Open,1.03672557568463
June_3,Early wet,0,0,Open,0.235619449019234
June_3,Early wet,0,0,Open,1.06814150222053
June_3,Early wet,0,0,Open,1.5079644737231
June_3,Early wet,0,0,Open,0.376991118430775
June_3,Early wet,0,0,Open,0.259181393921158
June_3,Early wet,0,0,Open,1.00530964914873
June_3,Early wet,0,0,Open,3.14159265358979
June_3,Early wet,0,0,Open,0.777544181763474
June_3,Early wet,0,0,Open,0.0942477796076938
June_3,Early wet,0,0,Open,6.14966761940202
June_3,Early wet,0,0,Open,0.0942477796076938
June_3,Early wet,0,0,Open,0.196349540849362
June_3,Early wet,1,2,Open,1.17809724509617
June_3,Early wet,0,0,Open,0.196349540849362
June_3,Early wet,1,2,Open,2.07345115136926
June_3,Early wet,0,0,Open,0.117809724509617
June_3,Early wet,0,0,Open,0.125663706143592
June_3,Early wet,0,0,Open,0.0706858347057703
June_3,Early wet,0,0,Open,0.219911485751285
June_3,Early wet,1,4,Open,29.8058603009332
June_3,Early wet,0,0,Open,0.777544181763474
June_3,Early wet,0,0,Open,1.03672557568463
June_3,Early wet,0,0,Open,5.11294204371739
June_3,Early wet,0,0,Open,1.38230076757951
June_3,Early wet,0,0,Open,1.88495559215388
June_3,Early wet,0,0,Open,1.82212373908208
June_3,Early wet,0,0,Open,10.2258840874348
June_3,Early wet,0,0,Open,0.15707963267949
June_3,Early wet,0,0,Open,11.6238928182822
June_3,Early wet,0,0,Open,1.81426975744811
June_3,Early wet,0,0,Open,11.2154857733156
June_3,Early wet,1,1,Open,0.235619449019234
June_3,Early wet,0,0,Open,2.80387144332889
June_3,Early wet,1,1,Open,1.06028752058656
June_3,Early wet,0,0,Open,9.5740036118149
June_3,Early wet,0,0,Open,1.12311937365835
June_3,Early wet,1,1,Open,0.447676953136545
June_3,Early wet,0,0,Open,2.89026524130261
June_3,Early wet,0,0,Open,2.47400421470196
June_3,Early wet,0,0,Open,1.20951317163207
June_3,Early wet,0,0,Open,0.0942477796076938
June_3,Early wet,1,2,Open,0.75398223686155
June_3,Early wet,1,1,Open,1.53152641862502
June_3,Early wet,1,1,Open,1.5079644737231
June_3,Early wet,1,12,Open,31.8086256175967
June_3,Early wet,1,2,Open,1.22522113490002
June_3,Early wet,1,1,Open,10.9563043793944
June_3,Early wet,0,0,Open,0.329867228626928
June_3,Early wet,1,1,Open,2.12057504117311
June_3,Early wet,1,4,Open,9.89601685880785
June_3,Early wet,1,2,Open,5.11294204371739
June_3,Early wet,1,2,Open,14.4905961146829
June_3,Early wet,1,1,Open,0.329867228626928
June_3,Early wet,0,0,Open,0.235619449019234
June_3,Early wet,0,0,Open,10.0216805649514
June_3,Early wet,1,1,Open,3.62853951489621
June_3,Early wet,0,0,Open,1.53152641862502
June_3,Early wet,0,0,Open,0.212057504117311
June_3,Early wet,0,0,Open,0.219911485751285
June_4,Early wet,1,1,Open,6.94291976443344
June_4,Early wet,1,3,Open,13.4146006308284
June_4,Early wet,0,0,Open,458.845315020057
June_4,Early wet,1,42,Open,393.295984302906
June_4,Early wet,1,3,Open,2.40331837999619
June_4,Early wet,0,0,Open,248.091571853986
June_4,Early wet,0,0,Open,134.86857261861
June_4,Early wet,0,0,Open,11.686724671354
June_4,Early wet,1,41,Open,272.234711396824
June_4,Early wet,1,53,Open,226.665909956504
June_4,Early wet,1,18,Open,274.889357189107
June_4,Early wet,1,23,Open,184.348656912649
June_4,Early wet,1,57,Open,450.881377643207
June_4,Early wet,1,15,Open,269.650751439246
June_4,Early wet,1,2,Open,4.71238898038469
June_4,Early wet,1,8,Open,27.6460153515902
June_4,Early wet,1,2,Open,10.8856185446886
June_4,Early wet,1,17,Open,721.678810401013
June_4,Early wet,1,3,Open,47.7286463896629
June_4,Early wet,0,0,Open,0.15707963267949
June_4,Early wet,1,1,Open,0.589048622548086
June_4,Early wet,0,0,Open,6.59734457253857
June_4,Early wet,0,0,Open,3.64424747816416
June_4,Early wet,0,0,Open,0.125663706143592
June_4,Early wet,0,0,Open,3.18086256175967
June_4,Early wet,0,0,Open,0.0314159265358979
June_4,Early wet,0,0,Open,0.424115008234622
June_4,Early wet,0,0,Open,3.39292006587698
June_4,Early wet,1,1,Open,3.29867228626928
June_4,Early wet,1,7,Open,2.76460153515902
June_4,Early wet,1,3,Open,11.388273369263
June_4,Early wet,1,8,Open,9.50331777710912
June_4,Early wet,0,0,Open,6.40884901332318
June_4,Early wet,1,10,Open,29.8058603009332
June_4,Early wet,1,7,Open,147.544898975845
June_4,Early wet,0,0,Open,1.04457955731861
June_4,Early wet,0,0,Open,0.989601685880785
June_4,Early wet,1,2,Open,0.691150383789755
June_4,Early wet,1,13,Open,158.179190108246
June_4,Early wet,0,0,Open,23.2477856365645
June_4,Early wet,1,1,Open,2.23838476568273
June_4,Early wet,0,0,Open,0.942477796076938
June_4,Early wet,0,0,Open,0.408407044966673
June_4,Early wet,0,0,Open,0.801106126665397
June_4,Early wet,0,0,Open,4.50818545790135
June_4,Early wet,0,0,Open,1.59435827169682
June_4,Early wet,0,0,Open,0.15707963267949
June_4,Early wet,0,0,Open,0.212057504117311
June_4,Early wet,1,2,Open,40.7228947721577
June_4,Early wet,1,3,Open,110.78041094721
June_4,Early wet,0,0,Open,1.97920337176157
June_4,Early wet,0,0,Open,3.39292006587698
June_4,Early wet,0,0,Open,0.565486677646163
June_4,Early wet,1,1,Open,0.879645943005142
June_4,Early wet,1,1,Open,31.7457937645249
June_4,Early wet,1,1,Open,245.986704776081
June_4,Early wet,0,0,Open,125.67941410686
June_4,Early wet,0,0,Open,97.26370855514
June_4,Early wet,1,7,Open,163.802640958172
June_4,Early wet,1,3,Open,107.230411248654
June_4,Early wet,0,0,Open,149.814699668063
June_4,Early wet,0,0,Open,5.81194640914112
June_4,Early wet,1,9,Open,80.8645949034013
June_4,Early wet,0,0,Open,1.49225651045515
June_4,Early wet,0,0,Open,0.314159265358979
June_4,Early wet,0,0,Open,0.282743338823081
June_4,Early wet,0,0,Open,0.628318530717959
June_4,Early wet,1,22,Open,312.392119491335
June_4,Early wet,1,7,Open,200.512151115369
June_4,Early wet,1,2,Open,43.102651207252
June_4,Early wet,0,0,Open,183.217683557357
June_4,Early wet,1,12,Open,282.083604365828
June_4,Early wet,1,2,Open,2.73318560862312
June_4,Early wet,1,1,Open,7.91681348704628
June_4,Early wet,1,12,Open,830.370062233586
June_4,Early wet,0,0,Open,4.59457925587507
June_4,Early wet,0,0,Open,0.942477796076938
June_4,Early wet,0,0,Open,1.22522113490002
June_4,Early wet,0,0,Open,0.314159265358979
June_4,Early wet,0,0,Open,1.53152641862502
June_4,Early wet,0,0,Open,88.7892623720815
June_4,Early wet,1,1,Open,249.40318678686
June_4,Early wet,1,7,Open,535.704379290131
June_4,Early wet,0,0,Open,10.9955742875643
June_4,Early wet,0,0,Open,3.39292006587698
June_4,Early wet,1,1,Open,2.92168116783851
June_4,Early wet,1,1,Open,526.405265035506
June_4,Early wet,1,5,Open,327.746653585755
June_4,Early wet,1,2,Open,32.1699087727595
June_4,Early wet,1,3,Open,72.9791973428909
June_4,Early wet,1,7,Open,111.495123275902
June_4,Early wet,1,6,Open,31.5572982053095
June_4,Early wet,1,4,Open,101.685500215068
June_4,Early wet,0,0,Open,1.79070781254618
June_4,Early wet,1,8,Open,591.106365736188
June_4,Early wet,1,3,Open,130.627422536264
June_4,Early wet,1,13,Open,303.242230887755
June_4,Early wet,1,30,Open,467.877393899128
June_5,Early wet,1,51,Open,854.120502694725
June_5,Early wet,1,6,Open,279.915905434851
June_5,Early wet,1,1,Open,10.1316363078271
June_5,Early wet,0,0,Open,5.65486677646163
June_5,Early wet,1,10,Open,101.47344271095
June_5,Early wet,1,7,Open,180.657285544681
June_5,Early wet,1,34,Open,323.26988405439
June_5,Early wet,1,11,Open,324.919220197524
June_5,Early wet,1,4,Open,718.796399141345
June_5,Early wet,0,0,Open,0.785398163397448
June_5,Early wet,0,0,Open,0.392699081698724
June_5,Early wet,1,1,Open,0.863937979737193
June_5,Early wet,0,0,Open,0.117809724509617
June_5,Early wet,0,0,Open,0.00785398163397448
June_5,Early wet,1,8,Open,114.605300002956
June_5,Early wet,1,2,Open,24.2452413040792
June_5,Early wet,1,3,Open,283.685816619158
June_5,Early wet,0,0,Open,54.6480042091944
June_5,Early wet,1,14,Open,173.180295029137
June_5,Early wet,1,3,Open,1.33517687777566
June_5,Early wet,1,6,Open,247.400421470196
June_5,Early wet,0,0,Open,0.392699081698724
June_5,Early wet,1,9,Open,173.572994110836
June_5,Early wet,0,0,Open,4.71238898038469
June_5,Early wet,0,0,Open,9.89601685880785
June_5,Early wet,0,0,Open,2.55254403104171
June_5,Early wet,1,4,Open,22.5409272895068
June_5,Early wet,1,5,Open,6.91150383789755
June_5,Early wet,0,0,Open,0.863937979737193
June_5,Early wet,0,0,Open,0.0942477796076938
June_5,Early wet,0,0,Open,12.2522113490002
June_5,Early wet,0,0,Open,0.628318530717959
June_5,Early wet,1,2,Open,52.9751061211579
June_5,Early wet,1,20,Open,372.883486036207
June_5,Early wet,0,0,Open,0.314159265358979
June_5,Early wet,0,0,Open,1.13097335529233
June_5,Early wet,1,11,Open,77.4088429844525
June_5,Early wet,0,0,Open,34.2512139057627
June_5,Early wet,1,11,Open,111.526539202438
June_5,Early wet,1,7,Open,161.933393329286
June_5,Early wet,1,2,Open,0.91106186954104
June_5,Early wet,0,0,Open,0.015707963267949
June_5,Early wet,0,0,Open,0.259181393921158
June_5,Early wet,1,3,Open,5.60774288665778
June_5,Early wet,0,0,Open,2.35619449019234
June_5,Early wet,0,0,Open,149.869677539501
June_5,Early wet,0,0,Open,0.392699081698724
June_5,Early wet,0,0,Open,0.117809724509617
June_5,Early wet,1,1,Open,4.71238898038469
June_5,Early wet,1,1,Open,1.25663706143592
June_5,Early wet,0,0,Open,9.42477796076938
June_5,Early wet,0,0,Open,2.35619449019234
June_5,Early wet,1,1,Open,3.61283155162826
June_5,Early wet,1,2,Open,424.115008234622
June_5,Early wet,0,0,Open,0.589048622548086
June_5,Early wet,0,0,Open,204.203522483337
June_5,Early wet,0,0,Open,15.5194677087336
June_5,Early wet,0,0,Open,5.06581815391354
June_5,Early wet,0,0,Open,0.282743338823081
June_5,Early wet,0,0,Open,0.68329640215578
June_5,Early wet,0,0,Open,1.72787595947439
June_5,Early wet,0,0,Open,0.306305283725005
June_5,Early wet,0,0,Open,219.911485751286
June_5,Early wet,0,0,Open,198.485823853803
June_5,Early wet,0,0,Open,14.4984500963169
June_5,Early wet,1,3,Open,257.296438329004
June_5,Early wet,0,0,Open,357.434704162179
June_5,Early wet,0,0,Open,82.7024266057513
June_5,Early wet,0,0,Open,321.777627543935
June_5,Early wet,0,0,Open,0.196349540849362
June_5,Early wet,0,0,Open,0.0785398163397448
June_5,Early wet,0,0,Open,0.314159265358979
June_5,Early wet,0,0,Open,0.628318530717959
June_5,Early wet,0,0,Open,3.92699081698724
June_5,Early wet,0,0,Open,0.196349540849362
June_5,Early wet,1,2,Open,217.162592179394
June_5,Early wet,1,31,Open,958.735538059265
June_5,Early wet,1,14,Open,103.672557568463
June_5,Early wet,1,4,Open,93.3053018116169
June_5,Early wet,0,0,Open,0.196349540849362
June_5,Early wet,1,24,Open,668.530916683908
June_5,Early wet,1,14,Open,163.362817986669
June_5,Early wet,1,4,Open,83.7548601447039
June_5,Early wet,1,12,Open,291.382718620453
June_5,Early wet,1,10,Open,300.179178050505
June_5,Early wet,1,8,Open,116.238928182822
June_5,Early wet,1,1,Open,2.35619449019234
June_5,Early wet,1,8,Open,229.964582242773
June_5,Early wet,1,1,Open,2.74889357189107
June_5,Early wet,0,0,Open,6.87223392972767
June_5,Early wet,1,14,Open,143.256625003695
June_5,Early wet,1,9,Open,1123.11937365835
June_5,Early wet,1,12,Open,16.5404853211503
June_5,Early wet,1,28,Open,27.2140463617216
June_5,Early wet,1,21,Open,10.0138265833175
June_5,Early wet,1,7,Open,5.49778714378214
June_5,Early wet,1,10,Open,8.44303025652257
June_5,Early wet,1,32,Open,18.2212373908208
June_5,Early wet,1,12,Open,18.3783170235003
June_5,Early wet,0,0,Open,101.858287811015
June_5,Early wet,0,0,Open,307.090681888402
June_5,Early wet,0,0,Open,240.473209669031
June_5,Early wet,0,0,Open,0.0471238898038469
June_5,Early wet,0,0,Open,1.5707963267949
June_5,Early wet,1,150,Open,2195.18786669587
June_5,Early wet,1,8,Open,417.831822927442
June_5,Early wet,0,0,Open,6.08683576633022
June_5,Early wet,0,0,Open,4.83019870489431
June_5,Early wet,0,0,Open,16.0221225333079
June_5,Early wet,1,5,Open,104.61503536454
June_5,Early wet,1,3,Open,4.71238898038469
June_5,Early wet,0,0,Open,141.018240238012
June_5,Early wet,1,2,Open,134.695785022662
June_5,Early wet,1,116,Open,546.888449136911
June_6,Early wet,1,7,Partial,1.53152641862502
June_6,Early wet,1,29,Partial,19.8705735339554
June_6,Early wet,1,3,Partial,1.41371669411541
June_6,Early wet,1,20,Partial,70.0967860832223
June_6,Early wet,1,3,Partial,5.89048622548086
June_6,Early wet,1,5,Partial,7.9717913584841
June_6,Early wet,1,7,Partial,12.7234502470387
June_6,Early wet,1,10,Partial,59.3761011528471
June_6,Early wet,1,8,Partial,5.77267650097125
June_6,Early wet,0,0,Partial,3.89557489045134
June_6,Early wet,0,0,Partial,1.55508836352695
June_6,Early wet,0,0,Partial,2.35619449019234
June_6,Early wet,1,4,Partial,5.15221195188726
June_6,Early wet,1,2,Partial,0.942477796076938
June_6,Early wet,0,0,Partial,2.3090706003885
March_1,Mid-dry,1,42,Open,144.042023167092
March_1,Mid-dry,0,0,Open,35.8141562509236
March_1,Mid-dry,1,2,Open,70.8507683200838
March_1,Mid-dry,0,0,Open,16.9803082926528
March_1,Mid-dry,1,4,Open,40.9977841293468
March_1,Mid-dry,1,1,Open,41.563270806993
March_1,Mid-dry,1,5,Open,137.727421933377
March_1,Mid-dry,0,0,Open,6.53451271946677
March_1,Mid-dry,1,7,Open,137.790253786448
March_1,Mid-dry,1,1,Open,123.543131102419
March_1,Mid-dry,1,33,Open,186.147218706829
March_1,Mid-dry,1,8,Open,19.5642682502304
March_1,Mid-dry,1,36,Open,175.347993960114
March_1,Mid-dry,1,18,Open,49.3072966980918
March_1,Mid-dry,1,35,Open,216.769893097696
March_1,Mid-dry,0,0,Open,31.0075194909313
March_1,Mid-dry,1,151,Open,815.046944065702
March_1,Mid-dry,1,43,Open,166.386600915749
March_2,Mid-dry,1,6,Open,25.6353960532927
March_2,Mid-dry,1,1,Open,2.80387144332889
March_2,Mid-dry,1,24,Open,212.214583749991
March_2,Mid-dry,1,1,Open,137.868793602788
March_2,Mid-dry,1,1,Open,4.1233403578366
March_2,Mid-dry,1,16,Open,103.059947001013
March_2,Mid-dry,1,12,Open,214.680733983059
March_2,Mid-dry,1,9,Open,138.897665196839
March_2,Mid-dry,1,2,Open,6.40884901332318
March_2,Mid-dry,1,8,Open,56.9727827728509
March_2,Mid-dry,1,4,Open,74.6599494125614
March_2,Mid-dry,1,1,Open,44.5556378095372
March_2,Mid-dry,1,21,Open,168.986268836595
March_2,Mid-dry,1,65,Open,225.801971976766
March_2,Mid-dry,1,82,Open,127.375874139798
March_2,Mid-dry,0,0,Open,24.5908164959741
March_2,Mid-dry,1,6,Open,63.1931362269587
